<BALANCE>,Data
23138.0,2018-10-16
22980.0,2018-10-17
22980.0,2018-10-18
23203.0,2018-10-19
23061.0,2018-10-22
23308.0,2018-10-23
23308.0,2018-10-24
23584.0,2018-10-25
23369.0,2018-10-26
23708.0,2018-10-29
23546.0,2018-10-30
23460.0,2018-10-31
23358.0,2018-11-01
22522.0,2018-11-05
22574.0,2018-11-06
22913.0,2018-11-07
23252.0,2018-11-08
23461.0,2018-11-09
23571.0,2018-11-12
23402.0,2018-11-13
23354.0,2018-11-14
22993.0,2018-11-16
22993.0,2018-11-19
22993.0,2018-11-21
23037.0,2018-11-22
23037.0,2018-11-23
23376.0,2018-11-26
23715.0,2018-11-27
24144.0,2018-11-28
24007.0,2018-11-29
24045.0,2018-11-30
24384.0,2018-12-03
24681.0,2018-12-04
24370.0,2018-12-05
24663.0,2018-12-06
25180.0,2018-12-07
25180.0,2018-12-10
25519.0,2018-12-11
25405.0,2018-12-12
25405.0,2018-12-13
25519.0,2018-12-14
25519.0,2018-12-17
25535.0,2018-12-18
25673.0,2018-12-19
25673.0,2018-12-20
26042.0,2018-12-21
26239.0,2018-12-26
25561.0,2018-12-27
25556.0,2018-12-28
25895.0,2019-01-02
26254.0,2019-01-03
26088.0,2019-01-04
26150.0,2019-01-07
26300.0,2019-01-08
26191.0,2019-01-09
26335.0,2019-01-10
26335.0,2019-01-11
26193.0,2019-01-14
26229.0,2019-01-15
26124.0,2019-01-16
26463.0,2019-01-17
26586.0,2019-01-18
26736.0,2019-01-21
26772.0,2019-01-22
26489.0,2019-01-23
26413.0,2019-01-24
26413.0,2019-01-28
26657.0,2019-01-29
26817.0,2019-01-30
26615.0,2019-01-31
26438.0,2019-02-01
26734.0,2019-02-04
26734.0,2019-02-05
26734.0,2019-02-06
26734.0,2019-02-07
27251.0,2019-02-08
27590.0,2019-02-11
27691.0,2019-02-12
27600.0,2019-02-13
27640.0,2019-02-14
27295.0,2019-02-15
27249.0,2019-02-18
27383.0,2019-02-19
27722.0,2019-02-20
27722.0,2019-02-21
27400.0,2019-02-22
27673.0,2019-02-25
27378.0,2019-02-26
27508.0,2019-02-27
27508.0,2019-02-28
27847.0,2019-03-01
27847.0,2019-03-06
27847.0,2019-03-07
27750.0,2019-03-08
27750.0,2019-03-11
27910.0,2019-03-12
27962.0,2019-03-13
27962.0,2019-03-14
27848.0,2019-03-15
27673.0,2019-03-18
27968.0,2019-03-19
27802.0,2019-03-20
27842.0,2019-03-21
27842.0,2019-03-22
27315.0,2019-03-25
