<BALANCE>,Data
28271.0,2019-09-13
28726.0,2019-09-16
28514.0,2019-09-17
28673.0,2019-09-18
28688.0,2019-09-19
28950.0,2019-09-20
29041.0,2019-09-23
29252.0,2019-09-24
29572.0,2019-09-25
29923.0,2019-09-26
29882.0,2019-09-27
29968.0,2019-09-30
29917.0,2019-10-01
29401.0,2019-10-02
29668.0,2019-10-03
29567.0,2019-10-04
29889.0,2019-10-07
30036.0,2019-10-08
30076.0,2019-10-09
30062.0,2019-10-10
30241.0,2019-10-11
30273.0,2019-10-14
29979.0,2019-10-15
30066.0,2019-10-16
30192.0,2019-10-17
30255.0,2019-10-18
30278.0,2019-10-21
29988.0,2019-10-22
30208.0,2019-10-23
30325.0,2019-10-24
30292.0,2019-10-25
30203.0,2019-10-28
30297.0,2019-10-29
30076.0,2019-10-30
29877.0,2019-10-31
29811.0,2019-11-01
29876.0,2019-11-04
29969.0,2019-11-05
30316.0,2019-11-06
30307.0,2019-11-07
30249.0,2019-11-08
30143.0,2019-11-11
29842.0,2019-11-12
29942.0,2019-11-13
30310.0,2019-11-14
30388.0,2019-11-18
30154.0,2019-11-19
30121.0,2019-11-21
30310.0,2019-11-22
30458.0,2019-11-25
30326.0,2019-11-26
29935.0,2019-11-27
30150.0,2019-11-28
30514.0,2019-11-29
30436.0,2019-12-02
30368.0,2019-12-03
30147.0,2019-12-04
30349.0,2019-12-05
30326.0,2019-12-06
30328.0,2019-12-09
30309.0,2019-12-10
30374.0,2019-12-11
30313.0,2019-12-12
30435.0,2019-12-13
30358.0,2019-12-16
30616.0,2019-12-17
30393.0,2019-12-18
30274.0,2019-12-19
30263.0,2019-12-20
30363.0,2019-12-23
30140.0,2019-12-26
30419.0,2019-12-27
30229.0,2019-12-30
