<BALANCE>,Data
23655.0,2019-09-16
23741.0,2019-09-17
23832.0,2019-09-18
23848.0,2019-09-19
23859.0,2019-09-20
23834.0,2019-09-23
23770.0,2019-09-24
23914.0,2019-09-25
23851.0,2019-09-26
23919.0,2019-09-27
23952.0,2019-09-30
24003.0,2019-10-01
24040.0,2019-10-02
23586.0,2019-10-03
23493.0,2019-10-04
23462.0,2019-10-07
23637.0,2019-10-08
23729.0,2019-10-09
23720.0,2019-10-10
23693.0,2019-10-11
23743.0,2019-10-14
23668.0,2019-10-15
23561.0,2019-10-16
23468.0,2019-10-17
23555.0,2019-10-18
23594.0,2019-10-21
23643.0,2019-10-22
23450.0,2019-10-23
23610.0,2019-10-24
23494.0,2019-10-25
23539.0,2019-10-28
23578.0,2019-10-29
23685.0,2019-10-30
23616.0,2019-10-31
23611.0,2019-11-01
23626.0,2019-11-04
23581.0,2019-11-05
23449.0,2019-11-06
23587.0,2019-11-07
23567.0,2019-11-08
23559.0,2019-11-11
23580.0,2019-11-12
23531.0,2019-11-13
23537.0,2019-11-14
23443.0,2019-11-18
23470.0,2019-11-19
23515.0,2019-11-21
23471.0,2019-11-22
23458.0,2019-11-25
23609.0,2019-11-26
23599.0,2019-11-27
23612.0,2019-11-28
23544.0,2019-11-29
23715.0,2019-12-02
23814.0,2019-12-03
23902.0,2019-12-04
23958.0,2019-12-05
24051.0,2019-12-06
24052.0,2019-12-09
23925.0,2019-12-10
23912.0,2019-12-11
24040.0,2019-12-12
23858.0,2019-12-13
23921.0,2019-12-16
23634.0,2019-12-17
23708.0,2019-12-18
23666.0,2019-12-19
23563.0,2019-12-20
23691.0,2019-12-23
23680.0,2019-12-26
23603.0,2019-12-27
23740.0,2019-12-30
