<BALANCE>,Data
9997.0,2019-03-20
10127.0,2019-03-21
10206.0,2019-03-22
10408.0,2019-03-25
10463.0,2019-03-26
10202.0,2019-03-27
10306.0,2019-03-28
10438.0,2019-03-29
10556.0,2019-04-01
10549.0,2019-04-02
10645.0,2019-04-03
10680.0,2019-04-04
10750.0,2019-04-05
10760.0,2019-04-08
10499.0,2019-04-09
10586.0,2019-04-10
10325.0,2019-04-11
10393.0,2019-04-12
10403.0,2019-04-15
10422.0,2019-04-16
10510.0,2019-04-17
10573.0,2019-04-18
10620.0,2019-04-22
10542.0,2019-04-23
10594.0,2019-04-24
10646.0,2019-04-25
10668.0,2019-04-26
10639.0,2019-04-29
10659.0,2019-04-30
10660.0,2019-05-02
10661.0,2019-05-03
10720.0,2019-05-06
10459.0,2019-05-07
10198.0,2019-05-08
9937.0,2019-05-09
10003.0,2019-05-10
9872.0,2019-05-13
9887.0,2019-05-14
9863.0,2019-05-15
9890.0,2019-05-16
9947.0,2019-05-17
9976.0,2019-05-20
10042.0,2019-05-21
10047.0,2019-05-22
10074.0,2019-05-23
10098.0,2019-05-24
9922.0,2019-05-27
9942.0,2019-05-28
10009.0,2019-05-29
10018.0,2019-05-30
10087.0,2019-05-31
10088.0,2019-06-03
10153.0,2019-06-04
10183.0,2019-06-05
10150.0,2019-06-06
10162.0,2019-06-07
10245.0,2019-06-10
10252.0,2019-06-11
10293.0,2019-06-12
10339.0,2019-06-13
10349.0,2019-06-14
10368.0,2019-06-17
10244.0,2019-06-18
10257.0,2019-06-19
10120.0,2019-06-21
10106.0,2019-06-24
10090.0,2019-06-25
10139.0,2019-06-26
10167.0,2019-06-27
10205.0,2019-06-28
10244.0,2019-07-01
10271.0,2019-07-02
10363.0,2019-07-03
10194.0,2019-07-04
10231.0,2019-07-05
10232.0,2019-07-08
10028.0,2019-07-10
10103.0,2019-07-11
10125.0,2019-07-12
10167.0,2019-07-15
10221.0,2019-07-16
10258.0,2019-07-17
10288.0,2019-07-18
10336.0,2019-07-19
10354.0,2019-07-22
10398.0,2019-07-23
10397.0,2019-07-24
10426.0,2019-07-25
10463.0,2019-07-26
10470.0,2019-07-29
10487.0,2019-07-30
10517.0,2019-07-31
10256.0,2019-08-01
10374.0,2019-08-02
10113.0,2019-08-05
10101.0,2019-08-06
10109.0,2019-08-07
10133.0,2019-08-08
10182.0,2019-08-09
10084.0,2019-08-12
10163.0,2019-08-13
9902.0,2019-08-14
9998.0,2019-08-15
10013.0,2019-08-16
10111.0,2019-08-19
10102.0,2019-08-20
10148.0,2019-08-21
10177.0,2019-08-22
10189.0,2019-08-23
10210.0,2019-08-26
10249.0,2019-08-27
10247.0,2019-08-28
10376.0,2019-08-29
10464.0,2019-08-30
10461.0,2019-09-02
10481.0,2019-09-03
10589.0,2019-09-04
10450.0,2019-09-05
10454.0,2019-09-06
10510.0,2019-09-09
10554.0,2019-09-10
10596.0,2019-09-11
10663.0,2019-09-12
