<BALANCE>,Data
11794.0,2019-09-12
12007.0,2019-09-13
12107.0,2019-09-16
12085.0,2019-09-17
12053.0,2019-09-18
11994.0,2019-09-19
11990.0,2019-09-20
11902.0,2019-09-23
11957.0,2019-09-24
11837.0,2019-09-25
11639.0,2019-09-26
11559.0,2019-09-27
11541.0,2019-09-30
11581.0,2019-10-01
11621.0,2019-10-02
11631.0,2019-10-03
11970.0,2019-10-04
12118.0,2019-10-07
12151.0,2019-10-08
12009.0,2019-10-09
11775.0,2019-10-10
11815.0,2019-10-11
11705.0,2019-10-14
11605.0,2019-10-15
11884.0,2019-10-16
11824.0,2019-10-17
11716.0,2019-10-18
11688.0,2019-10-21
11616.0,2019-10-22
11576.0,2019-10-23
11775.0,2019-10-24
11515.0,2019-10-25
11555.0,2019-10-28
11591.0,2019-10-29
11617.0,2019-10-30
11696.0,2019-10-31
11803.0,2019-11-01
11843.0,2019-11-04
11903.0,2019-11-05
11827.0,2019-11-06
11867.0,2019-11-07
11904.0,2019-11-08
11924.0,2019-11-11
11964.0,2019-11-12
12084.0,2019-11-13
11766.0,2019-11-14
12022.0,2019-11-18
12102.0,2019-11-19
12285.0,2019-11-21
12207.0,2019-11-22
12139.0,2019-11-25
12179.0,2019-11-26
12378.0,2019-11-27
12524.0,2019-11-28
12104.0,2019-11-29
12048.0,2019-12-02
11989.0,2019-12-03
11989.0,2019-12-04
12069.0,2019-12-05
12129.0,2019-12-06
12176.0,2019-12-09
12023.0,2019-12-10
12032.0,2019-12-11
12072.0,2019-12-12
11890.0,2019-12-13
12011.0,2019-12-16
11822.0,2019-12-17
11822.0,2019-12-18
11842.0,2019-12-19
11836.0,2019-12-20
11867.0,2019-12-23
12025.0,2019-12-26
12290.0,2019-12-27
12284.0,2019-12-30
